DE,RO,EN
sagtest,evaluat,assessed
hoffnung,speranţă,hope
stecken,a pune,put
lebe,Trăi,live
rechts,dreapta,right
interessant,Interesant,Interesting
entscheiden,decide,decide
miteinander,împreună,together
meint,mijloace,means
liebst,minunat,lovely
indem,facand,by doing
bleibst,stau,stay
kümmere,îngrijirea,caring
wohnen,locui,reside
weder,nici,neither
möglichkeit,oportunitate,opportunity
kaputt,rupt,broken
bekomme,obține,get
flugzeug,avion,plane
vergangenheit,trecut,past
anderer,un alt,another
zweite,al doilea,second
armee,armată,army
jim,Jim.,Jim
tee,ceai,tea
entweder,fie,either
weiss,alb,White
don,Don,Don
detective,detectiv,detective
aufhalten,Stop,stop
stellt,a stabilit,set
verspreche,promițătoare,promising
überrascht,uimit,surprised
sauber,curat,clean
hau,Haunt.,haunt
mark,marcă,mark
schlag,lovi cu pumnul,punch
sheriff,şerif,sheriff
untertitel,subtitlu,subtitle
setzt,Pune,puts
frag,întrebare,question
vaters,Tată,father
nervös,agitat,nervous
gesellschaft,societate,society
verstecken,ascunde,hide
schuldig,vinovat,guilty
hals,gât,neck
schützen,protecţie,protection
besuchen,vizita,visit
of,de,of
passen,potrivi,fit
überleben,supravieţui,survive
erhalten,a primi,receive
teilen,divide,divide
gebäude,clădire,building
schicksal,Fate,fate
zeichen,semn,sign
richter,judecător,judge
besorgt,îngrijorat,concerned
küche,bucătărie,kitchen
lief,a fugit,ran
vergnügen,plăcere,pleasure
wüsste,S-au cunoscut,knew
volk,oameni,people
lhr,Lohr.,Lohr
herausfinden,descoperi,find out
königin,regină,queen
soldaten,soldati,soldiers
feiern,sărbători,celebrate
situation,situatie,situation
lag,stau,lay
gelassen,calm,calmly
allerdings,Într-adevăr,Indeed
soweit,pana acum,so far
gefahren,condus,driven
verstand,înţelegere,understanding
bord,bord,board
schönes,frumos,beautiful
jimmy,Jimmy.,Jimmy
billy,Billy.,billy
angefangen,început,begun
lee,Lee.,lee
fühlst,simt,feel
bob,Bob.,bob
mussten,a avut,had
rat,sfat,advice
worauf,ce,what
gebeten,rugăciune,prayer
tony,Tony.,tony
kamera,aparat foto,camera
achtung,Pericol,danger
lieutenant,Locotenent,Lieutenant
ganzes,întreg,whole
schuhe,Pantofi,Shoes
sarah,Sarah.,Sarah
glückwunsch,Felicitări,congratulation
niemandem,nici unul,no one
gibst,da,give
statt,in loc de,instead of
übernehmen,prelua,take over
gegend,zonă,area
wald,pădure,Forest
al,alarma,alarm
la,la,la
nimmst,lua,take
danny,Danny.,Danny
erkennen,recunoaşte,recognize
glas,Sticlă,Glass
falsche,fals,false
verantwortlich,responsabil,responsible
jesus,Iisus,Jesus
stöhnt,gemate,groaned
herein,în,in
kleid,rochie,dress
zerstören,distruge,destroy
jawohl,da domnule,Yes sir
london,Londra,London
gegessen,mâncat,eaten
abendessen,masa de seara,dinner
gesetz,lege,law
gemeinsam,împreună,together
geholfen,Ajutor,help
erster,primul,first
wohnt,iubit.,lover
schritt,Etapa,step
guck,uite,look
nahe,apropiere,vicinity
aussieht,uite,look
beginnen,start,start
dachten,gând,thought
band,bandă,tape
ungefähr,aproximativ,approximately
aufgabe,sarcină,task
neun,nouă,nine
furchtbar,îngrozitor,awful
drinnen,interior,inside
zuvor,inainte de,before
charles,Charles.,Charles
freue,sunt fericit,am happy
amerika,America,America
übrig,resturi,left over
spur,urmări,track
falschen,fals,false
sergeant,sergent,sergeant
melden,Raport,Report
helfe,Ajutor,help
werfen,arunca,throw
bill,factură,bill
haltet,deținere,holding
erinnert,reaminti,remind
hängt,Hangs.,hangs
freude,bucurie,joy
ehemann,soț,husband
erschossen,lovitură,shot
verzeihen,Pardon,pardon
schwein,porc,pig
uh,Uh.,uh
monster,monstru,monster
entschieden,hotărât,decided
mission,misiune,mission
verdammten,La naiba,damn
brauch,personalizat,custom
gewusst,S-au cunoscut,knew
vorne,în față,in front
stopp,Stop,stop
übel,rău,bad
schlampe,curvă,slut
schöner,mai frumos,more beautiful
adresse,abordare,address
unsinn,Prostii,nonsense
messer,cuţit,knife
gesund,sănătos,healthy
respekt,respect,respect
pro,Pe,Per
leisten,Permite,Afford
davor,inainte de,before
richard,Richard.,Richard
bedeuten,Rău,mean
ball,minge,ball
mitnehmen,lua cu sine,take along
gespielt,jucat,played
to,la,to
schwierigkeiten,probleme,trouble
hälfte,jumătate,half
kannte,S-au cunoscut,knew
stehe,stand,stand
maria,Maria.,Maria
planeten,planetă,planet
schwanger,gravidă,pregnant
gruppe,grup,group
anna,Anna.,Anna
verhaftet,arestat,arrested
deal,afacere,deal
seines,a lui,his
irgendwelche,orice,any
händen,mâini,hands
versteht,înțelege,understands
drehen,roti,rotate
eis,inghetata,ice cream
danken,să-i mulțumesc,to thank
erfolg,succes,success
zufrieden,mulțumit,satisfied
schließen,închide,shut down
besorgen,obține,obtain
wochenende,sfârșit de săptămână,weekend
worüber,despre ce,about what
stimmen,Vocile,voices
nehmt,luând în considerare,taking
martin,Martin.,Martin
m,M.,m
witze,Bancă,jokes
beine,Picioarele,legs
verbrechen,crimă,crime
bericht,raport,report
nachts,noaptea,at night
eurer,ta,your
prinzessin,prinţesă,princess
schmerz,durere,pain
klingelt,inele,rings
position,poziţie,position
echte,Adevărat,true
gleichen,egal,equal
fernsehen,televizor,TV
wünsche,dorințe,wishes
schließlich,la sfarsit,in the end
gefangen,prins,caught
schätzchen,bebelus,baby
seh,vedea,see
schwierig,dificil,difficult
angebot,oferi,offer
nah,închide,close
jane,Jane.,Jane
gewartet,a așteptat,waited
kümmert,are grijă,takes care
ring,inel,ring
rennen,alerga,run
lied,cântec,song
eier,Ouă,eggs
welchen,care,which
sorry,Îmi pare rău,sorry
fantastisch,fantastic,fantastic
schaut,Se uită,looks
hielt,deținut,held
falle,Cazuri,cases
drink,băutură,drink
insel,Insulă,Island
dauern,ultimul,last
daher,prin urmare,hence
zufällig,coincidență,coincidentally
dorf,Sat,Village
clark,Clark.,Clark
bewegt,emoţional,emotional
mitten,În mijloc,in the middle
bullen,Polițiști,cops
feind,dusman,enemy
einverstanden,Sunt de acord,I Agree
neuer,știri,news
bauen,a construi,to build
trägt,purtare,wearing
hängen,atârna,hang
freunden,prieteni,friends
deren,a caror,whose
halb,jumătate,half
verpasst,pierdut,lost
sprach,vorbit,spoke
leise,in liniste,quietly
armen,săraci,poor
wusstest,Knotted.,knotted
fanden,găsite,found
unternehmen,companie,company
träume,vise,dreams
schläft,doarme,is sleeping
kostet,cost,cost
spiele,Jocuri,games
unseres,al nostru,our
entlang,de-a lungul,along
johnny,Johnny.,Johnny
versprechen,promisiune,promise
tiere,Animale.,animals
freiheit,libertate,freedom
verdienen,câştiga,earn
aha,Aha,Aha
unterhalten,A vorbi,to chat
eingeladen,invitat,invited
schaden,deteriora,damage
genannt,numit,called
beenden,despartire,break up
ray,raze,ray
geändert,schimbat,changed
thomas,Thomas.,Thomas
lächerlich,ridicol,ridiculous
geschlagen,bătut,beaten
park,parc,park
schätzen,comoară,treasure
männern,bărbați,men
t,t.,t
beginnt,începe,begins
ehren,a onora,to honor
größte,cel mai mare.,largest
energie,energie,energy
fleisch,carne,meat
besonderes,special,special
besteht,constă,consists
reichen,trece,pass
robert,Robert.,Robert
zeitung,ziar,newspaper
worum,ce,what
nachgedacht,grijuliu,thoughtful
betrunken,beat,drunk
sowas,ca aceasta,like this
patienten,rabdator,patient
gespräch,conversaţie,conversation
leiden,Suferi,Suffer
taxi,Taxi,taxi
tötet,ucidere,killing
see,lac,lake
unterschied,diferență,difference
wind,vânt,wind
singt,cântă.,sings
schreien,ţipăt,scream
daniel,Daniel.,Daniel
sahen,a văzut,saw
wand,Perete,Wall
bus,autobuz,bus
lhre,vizuină,lair
angriff,atac,attack
verhalten,comportament,behavior
loch,gaură,hole
interesse,interes,interest
treten,a calca,to step
quatsch,rahat,crap
trifft,se intalneste,meets
polizist,politist,police officer
blumen,floare,flower
neuigkeiten,știri,news
bringst,aduce,bring
flasche,sticla,bottle
rief,strigat,shouted
schuss,lovitură,shot
fassen,înţelege,grasp
meer,mare,sea
konntest,întâlnit,met
schafft,administra,manage
maschine,mașinărie,machine
spreche,vorbi,speak
bein,picior,leg
eddie,Eddie.,Eddie
bekommst,obține,get
verbringen,petrece,spend
bücher,Cărți,Books
blöd,prostie,silly
frühstück,mic dejun,breakfast
tommy,Tommy.,tommy
meter,metru,meter
bilder,Fotografii,photos
aufpassen,Ai grijă,watch out
claire,Claire,Claire
dessen,a caror,whose
muß,mergi la,got to
freuen,fi fericit,be happy
engel,Înger,Angel
offenbar,aparent,apparently
gelegenheit,oportunitate,opportunity
fang,captură,catch
lüge,minciună,lie
ohren,ureche,ear
au,au.,au
angetan,imaginabil,imaginable
beeil,grabă,hurry
brechen,pauză,break
brüder,Frații,brothers
zeitpunkt,timp,time
keinem,Nu,no
ecke,colţ,corner
brücke,pod,bridge
druck,presiune,pressure
mitgebracht,adus,brought
seufzt,suspin,sighing
date,Data,date
haufen,morman,heap
oma,bunicuţă,granny
auftrag,Ordin,order
leer,gol,empty
entkommen,evadare,escape
bobby,Bobby,Bobby
weißen,alb,white
lösung,soluţie,solution
wart,neg,wart
pause,Pauză,Break
irre,nebun,crazy
gestellt,plasat,placed
keller,"subsol, pivniță","basement, cellar"
gebrochen,Rupt,Broken
weinen,strigăt,cry
nutzen,a folosi,to use
wünschen,dori,wish
fragt,întreba,inquire
maul,gură,mouth
verantwortung,responsabilitate,responsibility
schloss,castel,Castle
hut,capac,cap
lächeln,zâmbet,smile
ryan,Ryan.,ryan
red,roșu,red
grad,Gradul,Degree
zweiten,al doilea,second
hinaus,Out.,out
mitkommen,Hai și tu,come along
vorhin,în prealabil,beforehand
fahrt,excursie,trip
gemeint,însemna,meant
ernsthaft,serios,serious
gebaut,construit,built
bombe,bombă,bomb
hasst,ură,hate
versteh,înţelegere,understanding
kosten,cheltuieli,costs
zeige,spectacol,show
traf,întâlnit,met
eigenes,proprii,own
haar,păr,hair
fragte,întrebă,asked
jason,Jason.,jason
operation,interventie chirurgicala,surgery
befehle,comenzi,commands
schmerzen,Dureri,pains
erklärt,explicat,explained
steve,Steve,steve
dach,acoperiş,roof
folge,consecinţă,consequence
gelaufen,a fugit,ran
schwarze,negru,black
dankbar,recunoscător,thankful
gehirn,creier,brain
töte,ucide,kill
mädels,servitoare,maid
mut,curaj,courage
heilige,sfânt,saint
laura,Laura,laura
tier,animal,animal
system,sistem,system
mannes,om,man
wahnsinn,nebunie,insanity
nee,Nu,no
rose,Trandafir,rose
club,club,club
geschlossen,închis,closed
hintern,fund.,butt
is,este,is
thema,temă,theme
fiel,căzut,fell
gehalten,deținut,held
dorthin,Acolo,there
urlaub,Sărbători,holidays
steig,a urca,climb
vorwärts,redirecţiona,forward
überprüfen,Verifica,check
besseres,mai bine,better
beweis,Dovada,proof
baum,copac,tree
gebt,dăruire,giving
funktionieren,funcţie,function
anscheinend,aparent,apparently
lehrer,profesor,teacher
hoffen,a spera,to hope
bessere,mai bine,better
isst,mânca,eat
nachmittag,dupa amiaza,afternoon
nem,nem.,nem
risiko,risc,risk
chuck,Chuck.,chuck
knast,temniță,jail
entschuldigt,scuze,apologized
gilt,este aplicabilă,is applicable
held,erou,hero
daraus,din această,from this
erstes,primul,first
fräulein,domnisoara,young lady
rachel,Rachel.,rachel
prima,Grozav,great
brauchte,Necesar,needed
gewalt,violenţă,violence
dean,decan,dean
liebes,dragă,Dear
schaffst,om,man
nachdenken,gândi,think
tor,poartă,goal
erfahrung,Experienţă,Experience
pläne,planuri,plans
jagen,a vana,to hunt
katze,pisică,cat
runde,rundă,round
deutsche,limba germana,German
schwanz,coadă,tail
taten,do,do
lord,Lord,lord
dringend,urgent,urgently
commander,comandant,commander
großvater,bunicul,grandfather
sommer,vară,summer
gezeigt,afișate,shown
hinterlassen,lasa in urma,leave behind
gewissen,conştiinţă,conscience
getrunken,beat,drunk
wahre,real,real
luke,Hatch.,hatch
kunden,Clienți,customers
kate,Kate.,kate
zeugen,martor,witness
geplant,planificat,planned
amanda,Amanda.,amanda
erreicht,realizat,achieved
stören,perturba,disturb
stein,piatră,stone
atmen,a respira,breathe
hose,pantaloni,trousers
weiße,alb,white
sprichst,vorbi,speak
größer,mai mare,greater
schickt,trimite,send
city,Oraș,City
prinz,prinţ,prince
behandelt,tratate,treated
tote,mort,dead
überlegen,gândi,think
karten,carduri,cards
it,aceasta,it
d,D.,D
restaurant,restaurant,restaurant
welchem,care,which
roger,Roger.,Roger
natur,natură,nature
carter,carter.,carter
emily,Emily,Emily
mami,mămică,mum
verschwindet,dispare,disappears
lautet,este,is
streit,argument,argument
küssen,pup,kiss
sprich,vorbi,speak
längst,acum mult timp,a long time ago
fängt,capturi,catches
drüber,peste,over
gingen,uzat,worn
erlaubt,permis,permitted
einzigen,singur,single
bad,baie,bath
schmeckt,gusturi.,tastes
kugel,Glonţ,Bullet
normalerweise,de obicei,usually
schwarzen,negru,black
rauf,sus,up
flug,zbor,flight
beruhigen,calm,calm
walter,Walter.,Walter
halbe,jumătate,half
dan,Dan,Dan
geschieht,se întâmplă,happening
einiges,mult,a lot
entdeckt,descoperit,discovered
morgens,Dimineața,In the morning
schlechter,mai rea,worse
vollkommen,complet,completely
gelogen,minciună,lie
verfolgt,urmărit,tracked
college,colegiu,college
weiteren,alții,others
chris,Chris.,Chris
louis,Louis,Louis
eh,oricum,anyway
schwert,sabie,sword
hunde,câini,dogs
steigen,creştere,rise
verdammter,La naiba,damn
dürfte,ar putea,might
riecht,miros,smell
labor,laborator,laboratory
bat,băţ,bat
tim,Tim.,Tim
arthur,Arthur.,Arthur
mindestens,macar,at least
fisch,peşte,fish
eurem,ta,your
füße,picioarele,feet
stehst,stand,stand
erschießen,trage,shoot
kuchen,tort,cake
versuchte,încercat,tried
zustand,stare,Status
wunsch,dori,wish
gäste,Vizitatori,Guests
erwähnt,menționat,mentioned
farbe,culoare,color
van,van,van
einigen,de acord,agree
zufall,coincidență,coincidence
garten,grădină,garden
junger,mai tanara,younger
autos,mașini,cars
abgesehen,Apart.,apart
fair,Fair.,fair
vertraut,de încredere,trusted
koffer,valiză,suitcase
hieß,a fost chemat,was called
kurs,curs,course
wirkt,act,act
idioten,idiot,idiot
netter,drăguţ,cute
seitdem,de cand,since
angegriffen,atacat,attacked
geschichten,povestiri,stories
wahnsinnig,nebun,insane
ähnlich,Similar,similar
lily,Crin,lily
aufgeben,renunța,give up
england,Anglia,England
entführt,răpit,abducted
ms.,DOMNIȘOARĂ.,MS.
mistkerl,Misker.,Mistker
solchen,astfel de,such
ner,Ner.,ner
geschossen,lovitură,shot
lager,depozit,warehouse
besprechen,discuta,discuss
reihe,rând,row
polizisten,ofițeri de poliție,police officers
vogel,pasăre,bird
legt,stau,lay
strand,plajă,Beach
amerikaner,american,American
schwarz,negru,black
fern,la distanta,remote
fick,La dracu,fuck
scherz,farsă,hoax
san,San.,san
erzählte,a spus,told
wichser,Wanker.,wanker
jake,Jake.,jake
langweilig,plictisitor,boring
womit,prin care,by which
geschäfte,Magazine,shops
my,Ale mele,my
kapiert,Am înțeles,Got it
nachher,mai tarziu,later
verlangt,Cereri,demands
schlägt,bate,beat
überzeugt,convins,convinced
irgendjemand,oricine,anyone
rot,roșu,Red
soldat,soldat,soldier
vorbereitet,pregătit,prepared
geschah,întâmpla,happen
reisen,Journeys.,journeys
termin,întâlnire,meeting
gang,Angrenaj,gear
stehlen,fura,steal
rechte,dreapta,right
rache,răzbunare,revenge
bemerkt,Observat,noticed
frankreich,Franţa,France
stört,deranjează.,disturbs
radio,radio,radio
beruhige,calmeaza-te,calm down
pferde,cai,horses
vertrag,contracta,contract
arbeitest,muncă,work
dienst,serviciu,service
zählt,numara,count
fragst,cere,ask
wesen,Ființe,beings
bürgermeister,Primar,Mayor
emma,Emma.,emma
fluss,curgere,flow
woran,ce,what
geblieben,a ramas,remained
durcheinander,confuz,confused
me,Pe mine,Me
ted,Ted.,ted
nette,drăguţ,cute
test,Test,test
mister,domnule,mister
dadurch,prin asta,through this
direktor,director,director
wichtiger,mai important,more important
kevin,Kevin.,Kevin
scott,Scott.,scott
karriere,Carieră,Career
akte,fişier,file
erinnerung,aducere aminte,reminder
großmutter,bunica,grandmother
erzähle,spune,tell
lösen,rezolva,solve
bravo,Bravo,Bravo
griff,Mâner,Handle
verfolgen,urmărește,pursue
zweifel,îndoială,doubt
such,căutare,search
sprache,limba,language
nerven,deranja,annoy
officer,ofiţer,officer
andy,Andy.,Andy
langer,mai lung,longer
ziehe,Trage,pull
entlassen,concediază,dismiss
zweimal,de două ori,twice
abholen,colectarea,collect
washington,Washington,Washington
kollegen,colegi,colleagues
doc,Doc.,Doc
fass,butoi,barrel
szene,scenă,scene
robin,Robin,robin
scheinen,par a fi,seem to be
bösen,rău,evil
schaffe,om,man
pflicht,datorie,duty
wache,gardian,guard
neulich,recent,recently
beeilen,grabă,hurry
knie,genunchi,knee
alice,Alice.,Alice
lauter,volumul în sus,volume up
spannende,captivant,exciting
unschuldig,nevinovat,innocent
folgt,urma,follow
schutz,protecţie,protection
weshalb,pentru ce motiv,for what reason
geheiratet,s-a căsătorit,got married
woanders,altundeva,somewhere else
wurdest,nuntă,wedding
kuss,pup,kiss
verhindern,împiedica,impede
erklärung,Explicaţie,Explanation
video,Video,Video
rom,Roma,Rome
klug,Inteligent,Smart
kräfte,Forțe,forces
verlangen,să solicite,to demand
außerhalb,in afara de,outside of
opa,Bunicul,Grandpa
selbstverständlich,Desigur,Of course
aufstehen,ridice în picioare,stand up
hassen,a urî,to hate
pete,Pete,pete
gebrauchen,utilizare,use
geglaubt,a crezut,believed
milch,lapte,milk
trink,Băutură,drinking
gefeuert,hrănit,fed
erinnerungen,amintiri,memories
müssten,fi,be
suchst,caută,search for
fährst,BAC,ferry
kochen,bucătar,Cook
schwach,slab,weak
schreibt,scris,writing
schulden,Datorii,debts
hinein,interior,inside
simon,Simon.,Simon
grenze,frontieră,border
braut,mireasă,bride
gebraucht,la mâna a doua,second hand
peinlich,ciudat,awkward
klappt,lucrări,works
geheimnisse,Secretele,secrets
joey,Joey.,joey
aufmerksamkeit,Atenţie,attention
form,formă,shape
umsonst,gratuit,for free
kennenzulernen,să știe,get to know
überlebt,supravieţui,survive
nirgendwo,nicăieri,nowhere
meilen,miles.,miles
einfacher,Mai ușor,easier
blöde,prost,stupid
mond,Luna,moon
ergibt,dăruire,giving
daten,Date,Data
merken,înștiințare,notice
schande,rușine,shame
fuck,La dracu,fuck
fühlte,simțit,felt
jenny,Jenny.,Jenny
sieg,victorie,victory
satt,saturat,Fed up
blödsinn,Prostii,nonsense
adam,Adam.,Adam
lisa,Lisa.,Lisa
pfund,livre,lb
handeln,act,Act
lois,Lis,lis
enden,sfârșesc,end up
warm,cald,warm
raten,ghici,guess
übersetzung,traducere,translation
kunst,artă,art
kapitän,căpitan,captain
desto,în,the
einsatz,misiune,mission
schweigen,rămâi tăcut,remain silent
krankheit,maladie,illness
toller,Grozav,great
schatten,umbra,the shade
wachen,ceas,watch
tatsache,fapt,fact
eric,Eric.,Eric
stock,podea,floor
chief,şef,chief
hingehen,merge,go
verboten,interzis,forbidden
gäbe,fi,be
anzug,costum de bărbați,men's suit
leichen,cadavre,corpses
high,înalt,high
beendet,efectuat,completed
freitag,vineri,Friday
million,milion,million
verflucht,blestemat,cursed
dunkel,întuneric,dark
geb,Boom.,boom
enttäuscht,dezamăgit,disappointed
klopfen,bate,beat
spuren,sens,sense
dreck,murdărie,dirt
seiten,Pagini,pages
mühe,efort,effort
gezogen,trase,drawn
brian,Brian.,Brian
kontrollieren,Verifica,check
knochen,os,bone
